stkcd,year,eng1_name,eng2_name,eng1_pid,eng2_pid,eqr_name,eqr_pid,eqr_ann_date,worktie,worktie_eng1_eng2,tie_projects
002069,2022,武宜洛,曾双,30417392、30417392.0,30619965、30619965.0,宋新军,30345866.0,2022-04-30,0,1,
002069,2023,闫宏江,曾双,30435819、30435819.0,30619965、30619965.0,宋新军,30345866.0,2023-04-29,0,0,
002071,2020,胡海萌,任华贵,30417429、30417429.0,30341026、30341026.0,郭香,30417620.0,2021-01-26,0,1,
002072,2020,孙克山,胡吉锋,30429726、30429726.0,30619953、30619953.0,邹泉水,30342089.0,2020-04-30,0,1,
002072,2021,孙克山,胡吉锋,30429726、30429726.0,30619953、30619953.0,邹泉水,30342089.0,2021-01-30,0,1,
002072,2022,孙克山,徐成光,30429726、30429726.0,30671911、30671911.0,聂永强,30418593.0,2022-04-29,0,0,
002072,2023,石春花,李志田,30726198、30726198.0,30726193、30726193.0,申利超,30619987.0,2024-04-25,0,0,
002073,2020,丁兆栋,王阿丽,30323733、30323733.0,30619276、30619276.0,,,,0,0,
002073,2021,丁兆栋,高宁,30323733、30323733.0,30653436、30653436.0,,,,0,0,
002073,2022,丁兆栋,高宁,30323733、30323733.0,30653436、30653436.0,,,,0,1,
002073,2023,丁兆栋,高宁,30323733、30323733.0,30653436、30653436.0,,,,0,1,
002074,2020,林雷,张冀,30195292、30195292.0,30417197、30417197.0,,,,0,0,
002074,2021,林雷,罗振雄,30195292、30195292.0,30405116、30405116.0,王宜峻,,2021-04-22,0,1,
002074,2022,罗振雄,李珍珍,30405116、30405116.0,30416503.0、30684538、30684538.0,王宜峻,,2022-04-29,0,0,
002074,2023,罗振雄,李珍珍,30405116、30405116.0,30416503.0、30684538、30684538.0,王宜峻,,2024-04-20,0,1,
002075,2020,骆竞,吕丛平,3051498、3051498.0,30341025、30341025.0,,,,0,1,
002075,2021,吕丛平,张冬秀,30341025、30341025.0,30643015、30643015.0,,,,0,0,
002075,2022,吕丛平,张冬秀,30341025、30341025.0,30643015、30643015.0,陆德忠,30285876.0,2022-04-09,1,1,AUD-600713-2012
002075,2023,张旭,张冬秀,30427634、30427634.0、30643520.0,30643015、30643015.0,金炜,30313454.0,2024-04-26,0,0,
002076,2020,方建新,邓清平,3087734、3087734.0,30428561、30428561.0,包铁军,,2020-04-29,0,1,
002076,2021,方建新,邓清平,3087734、3087734.0,30428561、30428561.0,包铁军,,2021-04-28,0,1,
002076,2022,方建新,刘泽楷,3087734、3087734.0,30682076、30682076.0,周珊珊,30321341.0,2022-04-28,0,0,
002076,2023,荣矾,丁月明,30388631、30388631.0,30584018、30584018.0,周灵芝,30367494.0,2023-11-29,0,0,
002077,2020,龚新海,祖鲜艳,30318079、3087764.0,30546969、30546969.0,黄迎,30268619.0,2020-04-29,0,1,
002077,2021,龚新海,刘国栋,30318079、3087764.0,30643680、30643680.0,黄迎,30268619.0,2021-04-28,0,0,
002077,2022,龚新海,刘国栋,30318079、3087764.0,30643680、30643680.0,黄迎,30268619.0,2022-04-28,0,1,
002077,2023,陈瑜,周娴,30361297.0、30429458、30429458.0,30738176、30738176.0,王宜峻,,2024-04-27,0,0,
002078,2020,江涛,沈晓玮,30286346、30286346.0,30352282、30352282.0,,,,0,1,
002078,2021,王传顺,商辉,30158970、30158970.0,30643532、30643532.0,张亚许,30322057.0,2021-04-20,0,0,
002078,2022,王传顺,商辉,30158970、30158970.0,30643532、30643532.0,张亚许,30322057.0,2022-04-16,0,1,
002078,2023,刘健,商辉,30286867、30286867.0,30643532、30643532.0,蔡繁荣,30286145.0,2024-04-10,0,0,
002079,2020,朱育勤,王恺,30286189、30286189.0,30269140、30269140.0,,,,0,1,
002079,2021,朱育勤,施昀筱,30286189、30286189.0,30641760、30641760.0,,,,0,0,
002079,2022,朱育勤,施昀筱,30286189、30286189.0,30641760、30641760.0,万玲玲,30429894.0,2022-03-26,0,1,
002079,2023,江强,施昀筱,30319652、30319652.0,30641760、30641760.0,万玲玲,30429894.0,2024-03-30,0,0,
002080,2020,詹军,丁慧春,30258194、30258194.0,30291508、30291508.0,,,,0,1,
002080,2021,郑卫军,丁慧春,30151598、30151598.0,30291508、30291508.0,,,,0,0,
002080,2022,郝国敏,侯书涛,30393390、30393390.0,30393391、30393391.0,李玉平,30386005.0,2023-03-10,0,1,
002080,2023,郝国敏,侯书涛,30393390、30393390.0,30393391、30393391.0,李玉平,30386005.0,2024-03-22,0,1,
002081,2020,宋文,洪志国,30286119、30286119.0,30428553、30428553.0,,,,0,1,
002081,2021,宛云龙,梁欢,30346498、30346498.0,30618551、30618551.0,谷学好,,2021-04-30,0,0,
002081,2022,宛云龙,梁欢,30346498、30346498.0,30618551、30618551.0,谷学好,,2022-04-30,0,1,
002081,2023,宛云龙,徐远,30346498、30346498.0,30342068.0、30654151、30654151.0,熊延森,30428508.0,2024-04-30,0,1,
